Ticker,Público Alvo,Tipo de Fii,Administrador,Último Rend. (R$),Último Rend. (%),Data Pagamento,Data Base,Rend. Méd. 12m (R$),Rend. Méd. 12m (%),Patrimônio/Cota,Cotação/VP,N° negócios/mês,Partic. IFIX,Número Cotistas,Patrimônio,Cota base
CXAG11,Investidores em Geral,Tijolo:Agências de Bancos,OLIVEIRA TRUST DTVM S.A.,"0,77","0,95",15/01/2024,28/12/2023,"0,74","0,91","115,65","0,71",2,N/A,12.183,"241.461.462,50","81,02"
CXCE11B,Investidores em Geral,Tijolo:Lajes Corporativas,CAIXA ECONOMICA FEDERAL,"0,43","0,96",15/01/2024,28/12/2023,"0,41","0,92","65,32","0,71",604,N/A,3.650,"110.126.544,08","44,50"
CXCI11,Investidores em Geral,Fundo Misto:Indefinido,CAIXA ECONOMICA FEDERAL,"0,85","0,98",15/01/2024,08/01/2024,"0,84","0,97","93,69","0,90",2,N/A,5.352,"195.511.370,33","86,59"
CXCO11,Investidores em Geral,Tijolo:Lajes Corporativas,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,73","0,91",15/01/2024,28/12/2023,"0,78","0,98","99,31","0,79",3,N/A,14.235,"399.921.808,64","80,12"
CXRI11,Investidores em Geral,Papel:Fundo de Fundos,CAIXA ECONOMICA FEDERAL,"0,59","0,74",11/01/2024,02/01/2024,"0,57","0,72","89,72","0,88",638,N/A,2.235,"146.175.478,18","80,00"
CXTL11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,CAIXA ECONOMICA FEDERAL,"2,10","0,86",15/01/2024,28/12/2023,"5,80","2,38","416,57","0,63",92,N/A,700,"22.391.404,97","244,00"
CYCR11,Investidores em Geral,Fundo Misto:Indefinido,PLURAL S.A. BANCO MÚLTIPLO,"0,11","1,12",15/01/2024,28/12/2023,"0,10","1,04","9,77","0,97",20,"0,12",14.469,"162.093.128,59","9,78"
CYLD11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DAMT11B,Investidores em Geral,Tijolo:Shoppings,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,04","0,33",08/01/2024,28/12/2023,"0,08","0,63","13,15","1,05",991,N/A,573,"160.639.640,19","12,99"
DCRA11,Investidores em Geral,Fiagro:Fiagro,BANCO DAYCOVAL S.A.,"0,11","1,20",15/01/2024,08/01/2024,"0,12","1,29","9,59","0,92",17,N/A,19.189,"64.847.141,77","9,15"
DEVA11,Investidores em Geral,Papel:Papéis,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,42","0,98",15/01/2024,08/01/2024,"0,64","1,50","98,18","0,40",60,"0,45",124.070,"1.407.861.794,96","42,66"
DLMT11,Investidores em Geral,Tijolo:Varejo,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,01",N/A,15/01/2024,05/01/2024,"0,01",N/A,"0,64",N/A,N/A,N/A,9,"8.515.221,84",N/A
DMAC11,Investidor Qualificado,Tijolo:Fundo de Desenvolvimento,OLIVEIRA TRUST DTVM S.A.,"4,89",N/A,22/12/2021,15/12/2021,"3,34",N/A,N/A,"2,61",N/A,N/A,2.352,"778.257,90",N/A
DOMC11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DOVL11B,Investidor Qualificado,Tijolo:Lajes Corporativas,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,48",N/A,23/01/2024,16/01/2024,"8,54",N/A,"815,25","1,47",2,N/A,60,"54.137.457,46",N/A
DPRO11,Investidores em Geral,Fundo Misto:Indefinido,BANCO DAYCOVAL S.A.,"0,05","0,61",15/01/2024,08/01/2024,"0,65","7,95","9,40","0,87",2,N/A,562,"45.958.526,45","8,16"
DRIT11B,Investidores em Geral,Tijolo:Lajes Corporativas,BANCO DAYCOVAL S.A.,"1,75",N/A,15/01/2024,05/01/2024,"0,66",N/A,"132,78","0,62",15,N/A,345,"62.260.570,74",N/A
DVFF11,Investidores em Geral,Papel:Fundo de Fundos,BANCO DAYCOVAL S.A.,"0,08","0,90",15/01/2024,08/01/2024,"0,07","0,90","9,28","0,89",12,N/A,1.208,"103.146.427,25","8,30"
EDFO11B,Investidores em Geral,Tijolo:Lajes Corporativas,OLIVEIRA TRUST DTVM S.A.,"1,69",N/A,10/01/2024,28/12/2023,"1,73",N/A,"180,67","1,03",54,N/A,529,"52.707.708,14",N/A
EDGA11,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,07","0,34",31/01/2024,24/01/2024,"0,09","0,44","62,70","0,32",988,N/A,5.148,"239.016.846,06","21,07"
EGAF11,Investidores em Geral,Fiagro:Fiagro,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"1,18","1,19",15/01/2024,08/01/2024,"1,35","1,36","98,73","0,97",18,N/A,12.574,"309.415.361,94","99,15"
EGYR11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ELDO11B,Investidores em Geral,Tijolo:Shoppings,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,"12,00",N/A,22/01/2024,12/01/2024,"3,20",N/A,"1.440,67","0,47",N/A,N/A,63,"1.278.629.207,99",N/A
EQIN11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EQIR11,Investidores em Geral,Fundo Misto:Indefinido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,10","1,03",25/01/2024,18/01/2024,"0,11","1,12","10,01","0,95",10,N/A,11.036,"109.220.422,65","9,71"
ERCR11,Investidor Profissional,Tijolo:Varejo,OLIVEIRA TRUST DTVM S.A.,"4.104,11",N/A,24/01/2024,17/01/2024,"2.183,62",N/A,"40.034,37","1,90",N/A,N/A,11,"95.121.654,28",N/A
ERPA11,Investidor Qualificado,Tijolo:Lajes Corporativas,OLIVEIRA TRUST DTVM S.A.,"0,72",N/A,15/01/2024,08/01/2024,"0,71",N/A,"137,18","0,83",34,N/A,390,"70.940.195,61",N/A
ESTQ11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EURO11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,COINVALORES CCVM LTDA,"1,88","0,75",15/01/2024,28/12/2023,"1,86","0,74","325,45","0,76",1,N/A,2.359,"129.621.705,03","250,00"
EVBI11,Investidores em Geral,Fundo Misto:Misto,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,75","0,76",08/01/2024,28/12/2023,"0,76","0,77","99,15","1,01",520,N/A,1.017,"235.321.427,84","99,24"
EXES11,Investidor Qualificado,Fundo Misto:Indefinido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,77",N/A,25/01/2024,18/01/2024,"0,80",N/A,"91,33","0,97",12,N/A,58,"53.615.156,09",N/A
FAED11,Investidores em Geral,Tijolo:Educacional,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"1,46","0,93",15/01/2024,08/01/2024,"1,53","0,97","219,10","0,67",838,N/A,4.642,"143.802.917,13","157,91"
FAGL11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAMB11B,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"9,16","0,56",13/11/2020,30/10/2020,"27,10","1,64","3.054,32","0,33",550,N/A,2.535,"262.875.470,32","1.650,01"
FAOE11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FARU11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FATN11,Investidores em Geral,Tijolo:Lajes Corporativas,BR-CAPITAL DTVM S.A.,"0,85","0,92",15/01/2024,05/01/2024,"0,84","0,90","99,28","0,89",12,N/A,4.187,"288.825.085,82","92,80"
FCFL11,Investidores em Geral,Tijolo:Educacional,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,83","0,71",25/01/2024,18/01/2024,"0,82","0,70","121,95","0,95",6,N/A,3.510,"423.658.623,44","116,75"
FEXC11,Investidores em Geral,Papel:Papéis,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,11","0,13",13/01/2023,06/01/2023,"0,11","0,14","90,75","0,10",81.946,"0,83",36.232,"1.001.470.167,13","80,60"
FGAA11,Investidores em Geral,Fiagro:Fiagro,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,11","1,16",15/01/2024,08/01/2024,"0,13","1,34","9,58","0,96",151,N/A,46.434,"431.874.013,77","9,45"
FGPM11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIGS11,Investidores em Geral,Tijolo:Shoppings,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,45","0,74",15/01/2024,28/12/2023,"0,45","0,74","76,28","0,75",4,N/A,14.601,"231.806.292,88","61,21"
FIIB11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,COINVALORES CCVM LTDA,"3,65","0,70",10/01/2024,28/12/2023,"3,48","0,67","461,58","1,11",3,"0,29",16.505,"323.560.769,09","519,15"
FIIP11B,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,OLIVEIRA TRUST DTVM S.A.,"1,44","0,83",15/01/2024,28/12/2023,"1,40","0,81","203,43","0,88",1,N/A,7.552,"188.690.525,43","174,20"
FINF11,Investidor Qualificado,Tijolo:Imóveis Industriais e Logísticos,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,29",N/A,15/01/2024,28/12/2023,"0,28",N/A,"39,95",N/A,N/A,N/A,4,"33.149.297,92",N/A
FISC11,Investidores em Geral,Tijolo:Lajes Corporativas,BR-CAPITAL DTVM S.A.,"0,29","0,45",15/01/2024,05/01/2024,"0,40","0,62","114,81","0,54",138,N/A,110,"204.374.810,55","64,00"
FISD11,Investidor Qualificado e Profissional,Papel:Papéis,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,"0,47",N/A,06/12/2023,30/11/2023,"1,13",N/A,"60,61",N/A,N/A,N/A,23,"64.225.072,21",N/A
FIVN11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIXX11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLCR11,Investidores em Geral,Papel:Papéis,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"1,13","1,15",15/01/2024,08/01/2024,"1,12","1,14","97,79","1,00",930,N/A,2.724,"62.438.523,24","98,40"
FLEM11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLFL11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FLMA11,Investidores em Geral,Tijolo:Lajes Corporativas,BR-CAPITAL DTVM S.A.,"0,99","0,70",15/01/2024,05/01/2024,"0,92","0,65","160,37","0,65",3,N/A,14.793,"299.102.183,65","141,50"
FLRP11,Investidores em Geral,Tijolo:Shoppings,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"13,50","0,68",15/01/2024,28/12/2023,"13,75","0,69","1.824,89","0,92",728,N/A,798,"150.815.070,01","2.000,00"
FMOF11,Investidores em Geral,Tijolo:Lajes Corporativas,COINVALORES CCVM LTDA,"0,46",N/A,15/01/2024,28/12/2023,"0,05",N/A,"119,01","0,51",17,N/A,261,"59.337.504,93",N/A
FPAB11,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,90","0,45",15/01/2024,28/12/2023,"1,57","0,79","374,18","0,53",66,N/A,914,"255.064.298,29","200,00"
FPNG11,Investidores em Geral,Tijolo:Lajes Corporativas,BR-CAPITAL DTVM S.A.,"0,34",N/A,15/01/2024,05/01/2024,"0,59",N/A,"160,95","0,49",2,N/A,68,"349.106.505,16",N/A
FRHY11,Investidores em Geral,Fundo Misto:Indefinido,BANCO DAYCOVAL S.A.,"1,03",N/A,07/02/2023,31/01/2023,"0,09",N/A,"99,53",N/A,N/A,N/A,7,"5.391.293,46",N/A
FTCE11B,Investidor Qualificado,Fundo Misto:Misto,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"112,96",N/A,18/08/2023,01/08/2023,"16,59",N/A,"2.832,50","1,04",1,N/A,112,"2.847.643.018,92",N/A
FVBI11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FVPQ11,Investidores em Geral,Tijolo:Shoppings,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,"0,45","0,39",09/01/2024,28/12/2023,"0,99","0,87","191,97","0,54",3,N/A,3.982,"538.246.777,78","114,00"
FZDA11,Investidor Profissional,Fiagro:Fiagro,XP INVESTIMENTOS CCTVM S.A.,"2,26","1,90",08/05/2023,28/04/2023,"0,19","0,16","99,24","0,55",259,N/A,483,"345.296.358,27","119,00"
FZDB11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GALG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,08","0,90",08/01/2024,28/12/2023,"0,08","0,89","9,10","0,91",233,"0,91",116.119,"571.710.255,09","9,34"
GAME11,Investidores em Geral,Fundo Misto:Indefinido,BANCO DAYCOVAL S.A.,"0,10","1,07",22/01/2024,10/01/2024,"0,10","1,07","9,79","0,93",18,N/A,24.224,"213.792.004,54","9,37"
GCFF11,Investidores em Geral,Papel:Fundo de Fundos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"3,07",N/A,07/08/2023,31/07/2023,"0,50",N/A,"77,51","0,89",842,N/A,1.759,"27.939.468,78",N/A
GCOI11,Investidores em Geral,Fundo Misto:Indefinido,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,"0,81",N/A,14/07/2023,07/07/2023,"0,07",N/A,"98,61","1,02",2,N/A,356,"10.980.821,23",N/A
GCRA11,Investidores em Geral,Fiagro:Fiagro,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,"1,00","1,29",15/01/2024,08/01/2024,"1,14","1,48","98,28","0,75",13,N/A,7.589,"171.893.428,38","77,46"
GCRI11,Investidores em Geral,Papel:Papéis,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,95","1,07",19/01/2024,12/01/2024,"1,02","1,15","94,96","0,93",4,N/A,4.882,"137.628.662,25","88,99"
GESE11B,Investidor Qualificado e Profissional,Tijolo:Educacional,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"1.112,72",N/A,22/12/2023,15/12/2023,"200,88",N/A,"1.119,08","1,36",N/A,N/A,56,"58.192.036,94",N/A
GGRC11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,CM CAPITAL MARKETS DTVM LTDA,"0,90","0,79",09/01/2024,02/01/2024,"0,97","0,85","113,34","1,02",41,"0,82",106.576,"1.020.958.046,22","113,51"
GLOG11,Investidores em Geral,Sem categoria:,PLURAL S.A. BANCO MÚLTIPLO,"0,63","0,95",15/01/2024,28/12/2023,"0,66","1,00","106,52","0,61",2,N/A,3.036,"81.815.284,46","66,00"
GRLV11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRWA11,Investidores em Geral,Fiagro:,BANCO DAYCOVAL S.A.,"0,14","1,18",15/01/2024,08/01/2024,"0,11","0,93","10,18","1,15",2,N/A,2.025,"12.854.800,05","11,84"
GSFI11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GTLG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"60,62",N/A,04/09/2023,28/08/2023,"8,07",N/A,"91,71","1,06",321,N/A,341,"434.811.690,70",N/A
GTWR11,Investidores em Geral,Tijolo:Lajes Corporativas,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,"0,79","0,91",15/01/2024,28/12/2023,"0,79","0,91","95,14","0,86",42,"0,83",34.459,"1.213.089.085,34","87,09"
GURB11,Investidores em Geral,Fundo Misto:Indefinido,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,"0,70","0,65",15/01/2024,28/12/2023,"0,48","0,44","111,23","0,97",10,N/A,21,"126.319.662,38","108,00"
GVBI11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GZIT11,Investidor Qualificado,Fundo Misto:Indefinido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,63",N/A,31/01/2024,24/01/2024,"0,08",N/A,"95,92",N/A,N/A,N/A,1,"2.094.963.652,13",N/A
HAAA11,Investidores em Geral,Tijolo:Lajes Corporativas,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,37","0,72",15/01/2024,28/12/2023,"0,37","0,73","80,56","0,55",94,N/A,310,"276.171.447,33","51,49"
HABT11,Investidores em Geral,Papel:Papéis,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,98","1,08",12/01/2024,28/12/2023,"1,13","1,24","97,88","0,92",54,"0,58",70.267,"800.986.465,92","91,00"
HBCR11,Investidores em Geral,Fundo Misto:Indefinido,PLURAL S.A. BANCO MÚLTIPLO,"0,69","0,58",15/01/2024,28/12/2023,"0,60","0,51","119,38","0,98",13,N/A,44,"137.023.129,32","117,39"
HBRH11,Investidores em Geral,Tijolo:Lajes Corporativas,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,66","0,71",15/01/2024,28/12/2023,"0,55","0,60","111,96","0,83",425,N/A,951,"309.724.739,52","92,48"
HBTT11,Investidores em Geral,Papel:Papéis,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"16,58","1,57",15/10/2020,30/09/2020,"10,88","1,03",N/A,N/A,N/A,N/A,N/A,N/A,"1.055,00"
HCHG11,Investidores em Geral,Papel:Papéis,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,69","0,86",15/01/2024,28/12/2023,"0,83","1,04","97,76","0,76",1,N/A,977,"120.264.305,17","80,00"
HCPR11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCRA11,N/A,Fiagro:,N/A,"1,06","1,03",15/01/2024,08/01/2024,"1,23","1,19",N/A,N/A,N/A,N/A,0,N/A,"103,01"
HCRI11,Investidores em Geral,Tijolo:Hospitalar,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"3,42","1,12",19/01/2024,12/01/2024,"2,76","0,91","312,06","0,96",758,N/A,3.230,"63.737.620,04","304,78"
HCST11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HCTR11,Investidores em Geral,Papel:Papéis,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,35","0,91",15/01/2024,08/01/2024,"0,47","1,22","114,32","0,32",56,"0,65",190.582,"2.571.174.509,88","38,65"
HDEL11,Investidor Qualificado,Tijolo:Imóveis Industriais e Logísticos,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"5,95",N/A,15/01/2024,28/12/2023,"1,12",N/A,"92,43","1,27",1,N/A,61,"71.230.397,08",N/A
HDOF11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HFOF11,Investidores em Geral,Papel:Fundo de Fundos,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,63","0,79",15/01/2024,28/12/2023,"0,63","0,79","79,52","0,95",91,"1,43",77.365,"1.885.956.205,81","80,00"
HGAG11,Investidor Profissional,Fiagro:Fiagro,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,33","1,40",08/01/2024,28/12/2023,"0,32","1,34","23,69","1,07",2,N/A,1.409,"5.904.259,18","23,50"
HGBS11,Investidores em Geral,Tijolo:Shoppings,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"2,00","0,87",15/01/2024,28/12/2023,"1,68","0,73","224,62","0,98",91,"2,28",105.410,"2.947.185.782,33","230,75"
HGCR11,Investidores em Geral,Papel:Papéis,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"1,00","0,95",15/01/2024,28/12/2023,"1,13","1,07","101,88","1,03",95,"1,30",103.639,"1.578.631.504,92","105,12"
HGFF11,Investidores em Geral,Papel:Fundo de Fundos,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"0,70","0,80",15/01/2024,28/12/2023,"0,67","0,76","91,67","0,96",36,"0,21",16.973,"269.150.736,82","87,95"
HGIC11,Investidores em Geral,Papel:Papéis,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"1,02","0,96",11/01/2024,03/01/2024,"0,99","0,94","119,92","0,89",290,N/A,364,"54.474.179,06","105,50"
HGLG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"1,10","0,68",15/01/2024,28/12/2023,"1,13","0,70","152,83","1,03",240,"4,38",441.076,"5.346.515.836,24","161,99"
HGPO11,Investidores em Geral,Tijolo:Lajes Corporativas,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"1,50","0,53",15/01/2024,28/12/2023,"1,57","0,55","298,84","0,93",14,"0,40",18.584,"541.043.026,56","282,99"
HGRE11,Investidores em Geral,Tijolo:Lajes Corporativas,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"1,20","0,90",15/01/2024,28/12/2023,"0,87","0,65","154,51","0,87",58,"1,24",148.156,"1.812.096.739,54","133,13"
HGRS11,Investidor Profissional,Tijolo:Imóveis Residenciais,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"1,15",N/A,16/11/2023,31/10/2023,"6,25",N/A,"40,81",N/A,N/A,N/A,6,"58.983.088,31",N/A
HGRU11,Investidores em Geral,Fundo Misto:Misto,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"2,30","1,64",15/01/2024,28/12/2023,"1,01","0,72","123,67","1,10",121,"2,03",207.752,"2.336.914.152,37","140,00"
HILG11,Investidor Qualificado,Fundo Misto:Indefinido,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"2,67",N/A,15/01/2024,08/01/2024,"1,14",N/A,"182,57",N/A,N/A,N/A,50,"98.626.409,48",N/A
HLMB11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HLOG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,65","0,76",15/01/2024,28/12/2023,"0,65","0,76","115,01","0,71",5,N/A,4.272,"496.904.714,99","85,80"
HMOC11,Investidor Qualificado,Outros:Indefinido,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"23,80",N/A,06/04/2021,30/03/2021,"12,22",N/A,N/A,"0,95",10,N/A,209,"91.223.530,50",N/A
HOFC11,Investidores em Geral,Tijolo:Lajes Corporativas,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,20","1,07",15/01/2024,28/12/2023,"0,19","1,03","89,22","0,27",5,"0,09",6.806,"262.820.636,26","18,69"
HOSI11,Investidores em Geral,Tijolo:Imóveis Residenciais,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"1,20","1,33",08/01/2024,28/12/2023,"0,65","0,72","92,81","0,93",323,N/A,1.561,"52.759.078,81","90,40"
HPDP11,Investidores em Geral,Tijolo:Shoppings,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,53","0,60",15/01/2024,28/12/2023,"0,54","0,61","88,35","0,92",7,N/A,426,"314.496.064,47","88,07"
HRDF11,Investidor Qualificado,Fundo Misto:Fundo de Desenvolvimento,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"6,80",N/A,01/10/2019,30/09/2019,"0,57",N/A,"1,15","0,48",134,N/A,1.146,"12.118.823,02",N/A
HREC11,Investidores em Geral,Papel:Papéis,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,09","0,95",15/01/2024,28/12/2023,"0,09","0,97","91,95","0,94",9,N/A,2.022,"479.752.489,19","8,98"
HRES11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSAF11,Investidores em Geral,Papel:Papéis,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,75","0,87",08/01/2024,28/12/2023,"0,89","1,02","91,78","0,93",22,"0,17",10.740,"235.146.680,20","86,59"
HSLG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,74","0,75",15/01/2024,28/12/2023,"0,73","0,74","103,68","0,94",30,"0,98",36.510,"1.310.225.791,52","98,50"
HSML11,Investidores em Geral,Tijolo:Shoppings,SANTANDER SECURITIES SERVICES BRASIL DTVM S.A,"0,76","0,79",08/01/2024,28/12/2023,"0,74","0,76","94,34","1,01",76,"1,48",168.087,"1.498.265.450,61","96,75"
HSRE11,Investidores em Geral,Fundo Misto:Misto,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,60","0,57",15/01/2024,28/12/2023,"0,62","0,58","93,55","1,13",105,N/A,241,"833.014.127,57","106,00"
